4943.22 582.74 581.464
4943.23 580.69 581.425
4943.24 580.67 581.388
4943.25 582.3 581.433
4943.26 581.39 581.431
4943.26 582.04 581.461
4943.27 579.92 581.384
4943.28 580.33 581.332
4943.29 581.04 581.317
4943.3 579.96 581.249
4943.31 581.46 581.26
4943.31 581.05 581.249
4943.32 581.05 581.239
4943.33 580.32 581.193
4943.34 580.39 581.153
4943.35 580.4 581.116
4943.35 581.32 581.126
4943.36 581.8 581.159
4943.37 581.23 581.163
4943.38 581.04 581.157
4943.39 580.19 581.109
4943.4 578.66 580.986
4943.4 582.23 581.048
4943.41 578.2 580.906
4943.42 581.11 580.916
4943.43 580.75 580.908
4943.44 581.48 580.936
4943.44 580.94 580.937
4943.45 580.53 580.916
4943.46 581.33 580.937
4943.47 581.04 580.942
4943.48 581.76 580.983
4943.49 585.17 581.192
4943.49 580.76 581.171
4943.5 581.23 581.174
4943.51 581.68 581.199
4943.52 582.57 581.268
4943.53 581.6 581.284
4943.54 580.76 581.258
4943.54 581.61 581.276
4943.55 580.61 581.242
4943.56 581.5 581.255
4943.57 582.57 581.321
4943.58 580.48 581.279
4943.58 582.09 581.319
4943.59 582.82 581.394
4943.6 580.88 581.369
4943.61 581.47 581.374
4943.62 581.17 581.364
4943.63 583.01 581.446
4943.64 579.05 581.326
4943.64 581.12 581.316
4943.65 581.96 581.348
4943.66 581.04 581.333
4943.67 581.76 581.354
4943.68 580.03 581.288
4943.68 580.07 581.227
4943.69 582.73 581.302
4943.7 580.46 581.26
4943.71 583.37 581.365
4943.72 582.65 581.43
4943.72 582.88 581.502
4943.73 579.53 581.404
4943.74 580.19 581.343
4943.75 582.32 581.392
4943.76 582.67 581.456
4943.77 580.4 581.403
4943.77 580.55 581.36
4943.78 582.58 581.421
4943.79 580.48 581.374
4943.8 580.96 581.353
4943.81 580.49 581.31
4943.81 579.74 581.232
4943.82 582.91 581.316
4943.83 581.4 581.32
4943.84 581.26 581.317
4943.85 582.66 581.384
4943.86 579.92 581.311
4943.86 584.01 581.446
4943.87 579.57 581.352
4943.88 580.11 581.29
4943.89 582.18 581.334
4943.9 581.4 581.338
4943.91 580.84 581.313
4943.91 578.95 581.195
4943.92 580.12 581.141
4943.93 581.04 581.136
4943.94 580.72 581.115
4943.95 581.39 581.129
4943.95 581.44 581.144
4943.96 580.9 581.132
4943.97 580.24 581.088
4943.98 581.62 581.114
4943.99 580.48 581.082
4944 580.38 581.047
4944 581.94 581.092
4944.02 580.63 581.069
4944.02 581.33 581.082
4944.03 582.66 581.161
4944.04 580.55 581.13
4944.04 581.17 581.132
4944.06 580.12 581.082
4944.06 581.97 581.126
4944.07 580.4 581.09
4944.08 579.81 581.026
4944.09 582.79 581.114
4944.09 579.68 581.042
4944.1 580.75 581.028
4944.11 578.63 580.908
4944.12 581.32 580.928
4944.13 581.58 580.961
4944.13 579.78 580.902
4944.14 581.76 580.945
4944.15 581.34 580.965
4944.16 580.47 580.94
4944.17 582.69 581.027
4944.18 579.98 580.975
4944.18 581.34 580.993
4944.19 580.06 580.947
4944.2 581.33 580.966
4944.21 579.9 580.912
4944.22 581.27 580.93
4944.22 583.65 581.066
4944.24 579.98 581.012
4944.24 579.82 580.952
4944.25 580.03 580.906
4944.26 579.99 580.86
4944.27 580.4 580.837
4944.28 580.34 580.813
4944.28 581.81 580.862
4944.29 579.88 580.813
4944.3 581.47 580.846
4944.31 581.19 580.863
4944.32 581.54 580.897
4944.32 578.9 580.797
4944.33 581.18 580.816
4944.34 582.09 580.88
4944.35 581.03 580.888
4944.36 580.83 580.885
4944.36 582.04 580.943
4944.37 579.71 580.881
4944.38 580.46 580.86
4944.39 580.47 580.84
4944.4 580.12 580.804
4944.4 580.55 580.792
4944.41 580.04 580.754
4944.42 582.86 580.859
4944.43 580.02 580.817
4944.44 580.67 580.81
4944.45 581.38 580.839
4944.46 581 580.847
4944.46 582.08 580.908
4944.47 582.29 580.977
4944.48 579.56 580.906
4944.49 581.74 580.948
4944.49 580.3 580.916
4944.51 581.03 580.921
4944.51 582.51 581.001
4944.52 580.88 580.995
4944.53 582.26 581.058
4944.54 580.19 581.015
4944.54 581.95 581.061
4944.55 581.59 581.088
4944.56 583.03 581.185
4944.57 581.03 581.177
4944.58 579.69 581.103
4944.59 581.39 581.117
4944.59 580.32 581.077
4944.6 581.74 581.111
4944.61 580.81 581.095
4944.62 581.47 581.114
4944.63 581.76 581.146
4944.64 581.3 581.154
4944.64 581.3 581.161
4944.65 581.47 581.177
4944.66 580.42 581.139
4944.67 581.89 581.177
4944.68 579.48 581.092
4944.68 582.72 581.173
4944.69 579.52 581.091
4944.7 581.13 581.092
4944.71 581.6 581.118
4944.72 582.79 581.201
4944.73 581.33 581.208
4944.74 581.62 581.229
4944.74 581.73 581.254
4944.75 581.09 581.245
4944.76 582.37 581.302
4944.77 581.5 581.312
4944.77 580.24 581.258
4944.78 581.25 581.258
4944.79 581.34 581.262
4944.8 579.79 581.188
4944.81 582.44 581.251
4944.84 580.13 581.195
4944.84 581.54 581.212
4944.84 583.07 581.305
4944.84 580.67 581.273
4944.85 581.47 581.283
4944.86 581.03 581.27
4944.86 581.5 581.282
4944.87 579.33 581.184
4944.88 578.42 581.046
4944.89 583.5 581.169
4944.9 581.06 581.163
4944.91 582.09 581.21
4944.92 580.53 581.176
4944.92 580.56 581.145
4944.93 582.67 581.221
4944.94 579.91 581.156
4944.95 579.86 581.091
4944.96 578.98 580.985
4944.96 579.76 580.924
4944.97 582.25 580.99
4944.99 580.84 580.983
4944.99 581.53 581.01
4945 580.27 580.973
4945 579.75 580.912
4945.01 582.23 580.978
4945.02 581.68 581.013
4945.03 582.1 581.067
4945.04 579.47 580.987
4945.05 583.52 581.114
4945.06 581.52 581.134
4945.06 582.01 581.178
4945.07 580.89 581.164
4945.08 581.03 581.157
4945.09 583.02 581.25
4945.1 580.03 581.189
4945.1 582.8 581.27
4945.11 580.55 581.234
4945.12 579.67 581.156
4945.13 583.55 581.275
4945.14 579.92 581.208
4945.14 581.74 581.234
4945.15 579.17 581.131
4945.16 578.75 581.012
4945.18 581.88 581.055
4945.18 582.09 581.107
4945.18 582.42 581.173
4945.19 581.13 581.171
4945.2 581.46 581.185
4945.21 582.66 581.259
4945.22 580.96 581.244
4945.25 581.73 581.268
4945.25 580.43 581.226
4945.25 581.67 581.248
4945.25 580.83 581.227
4945.26 582.59 581.296
4945.27 580.39 581.25
4945.28 582.39 581.307
4945.29 583.29 581.406
4945.3 581.6 581.416
4945.3 580.28 581.359
4945.31 581.62 581.372
4945.32 580.69 581.338
4945.32 580.81 581.312
4945.33 579.61 581.227
4945.34 580.84 581.207
4945.35 584.7 581.382
4945.36 581.05 581.365
4945.37 582.59 581.427
4945.38 579.28 581.319
4945.38 582.59 581.383
4945.39 580.83 581.355
4945.41 581.01 581.338
4945.41 580.84 581.313
4945.41 580.74 581.284
4945.42 581.52 581.296
4945.43 579.83 581.223
4945.45 580.19 581.171
4945.45 581.05 581.165
4945.46 580.54 581.134
4945.47 581.95 581.175
4945.47 580.13 581.122
4945.48 582.4 581.186
4945.49 581.34 581.194
4945.51 581.4 581.204
4945.51 581.47 581.218
4945.52 579.88 581.151
4945.52 582.25 581.206
4945.54 580.25 581.158
4945.54 581.58 581.179
4945.55 581.39 581.19
4945.56 578.91 581.076
4945.56 582.11 581.127
4945.57 578.85 581.013
4945.58 581.11 581.018
4945.59 581.82 581.058
4945.6 581.34 581.072
4945.62 581.6 581.099
4945.62 581.6 581.124
4945.63 581.47 581.141
4945.63 580.53 581.111
4945.64 581.68 581.139
4945.64 581.19 581.142
4945.65 581.61 581.165
4945.66 582.81 581.247
4945.67 581.36 581.253
4945.68 581.5 581.265
4945.69 579.77 581.191
4945.69 581.76 581.219
4945.7 583.19 581.318
4945.71 580.67 581.285
4945.73 579.26 581.184
4945.73 581.54 581.202
4945.74 580.99 581.191
4945.74 582.23 581.243
4945.75 581.47 581.254
4945.76 580.92 581.238
4945.77 579.28 581.14
4945.78 580.34 581.1
4945.79 581.51 581.12
4945.8 580.04 581.066
4945.8 581.69 581.098
4945.81 582.02 581.144
4945.82 579.2 581.046
4945.82 583.01 581.145
4945.83 579.68 581.071
4945.84 580.33 581.034
4945.85 582.03 581.084
4945.86 581.26 581.093
4945.87 583.03 581.19
4945.87 579.97 581.129
4945.88 582.94 581.219
4945.89 580.79 581.198
4945.9 579.36 581.106
4945.91 581.95 581.148
4945.92 579.19 581.05
4945.92 583.48 581.172
4945.93 580.33 581.13
4945.94 581.89 581.168
4945.95 579.98 581.108
4945.96 580.33 581.069
4945.97 583.3 581.181
4945.97 582.66 581.255
4945.99 579.95 581.19
4945.99 579.84 581.122
4946 580.03 581.068
4946.01 580.12 581.02
4946.01 580.86 581.012
4946.02 581.02 581.013
4946.03 581.04 581.014
4946.04 581.17 581.022
4946.05 581.55 581.048
4946.05 581.96 581.094
4946.06 581.76 581.127
4946.08 581.31 581.136
4946.08 580.81 581.12
4946.09 583.28 581.228
4946.1 578.67 581.1
4946.1 581.02 581.096
4946.11 579.62 581.022
4946.12 582.46 581.094
4946.13 580.27 581.053
4946.14 581.16 581.058
4946.15 579.97 581.004
4946.15 578.75 580.891
4946.17 581.27 580.91
4946.17 581.65 580.947
4946.18 581.5 580.975
4946.19 581.82 581.017
4946.19 579.68 580.95
4946.21 580.97 580.951
4946.21 580.67 580.937
4946.22 581.46 580.963
4946.23 579.32 580.881
4946.24 581.3 580.902
4946.24 583.34 581.024
4946.25 578.06 580.876
4946.26 579.84 580.824
4946.27 581.68 580.867
4946.28 580.74 580.86
4946.29 582.16 580.925
4946.29 579.12 580.835
4946.3 580.04 580.795
4946.31 581.06 580.809
4946.32 581.6 580.848
4946.33 582.51 580.931
4946.34 581.88 580.979
4946.34 581.37 580.998
4946.35 582.33 581.065
4946.36 582.88 581.156
4946.37 581.94 581.195
4946.37 581.62 581.216
4946.38 581.18 581.214
4946.39 582.21 581.264
4946.4 581.4 581.271
4946.41 580.82 581.248
4946.42 581.8 581.276
4946.42 581.47 581.286
4946.43 579.42 581.192
4946.44 581.32 581.199
4946.45 581.32 581.205
4946.46 578.27 581.058
4946.46 580.18 581.014
4946.47 580.48 580.987
4946.48 581.95 581.036
4946.49 581.03 581.035
4946.5 580.32 581
4946.51 580.97 580.998
4946.51 579.46 580.921
4946.52 582.44 580.997
4946.53 580.52 580.973
4946.54 580.6 580.955
4946.55 580.68 580.941
4946.56 579.56 580.872
4946.57 580.95 580.876
4946.57 581.89 580.926
4946.58 580.46 580.903
4946.59 582.89 581.002
4946.6 580.03 580.954
4946.6 583.51 581.082
4946.61 581.75 581.115
4946.62 580.63 581.091
4946.63 582.16 581.144
4946.64 579.47 581.061
4946.65 582.65 581.14
4946.66 582.17 581.192
4946.66 580.18 581.141
4946.67 579.76 581.072
4946.68 579.39 580.988
4946.69 579.74 580.925
4946.7 581.17 580.938
4946.71 583.02 581.042
4946.71 580.21 581
