8155.81 -3416.59 3034.15 -2859.33 5390.27
8155.81 -3416.59 3143.38 -2672.69 5356.98
8155.81 -3351.8 3190.06 -2765.45 5390.62
8155.81 -3303.45 3034.15 -2803.45 5289.44
8155.81 -3368.24 3158.32 -2691.69 5344.65
8155.81 -3368.24 3050.02 -2653.7 5262.11
8155.81 -3481.38 3096.7 -2784.45 5427.96
8155.81 -3496.86 3143.38 -2803.45 5474.32
8155.81 -3287.97 3158.32 -2821.33 5361.5
8155.81 -3287.97 3127.51 -2877.21 5373.12
8155.81 -3400.15 3158.32 -2784.45 5411.95
8155.81 -3433.03 3158.32 -2747.57 5413.86
8155.81 -3433.03 3050.02 -2784.45 5370.43
8155.81 -3400.15 3158.32 -2821.33 5431.02
8155.81 -3319.89 3345.04 -2691.69 5427.35
8155.81 -3319.89 3314.23 -2915.21 5523.06
8155.81 -3384.68 3111.64 -2728.57 5346.35
8155.81 -3416.59 3143.38 -2803.45 5423.4
8155.81 -3433.03 3236.74 -2915.21 5546.23
8155.81 -3416.59 3190.06 -2896.21 5498.88
8155.81 -3384.68 3143.38 -2896.21 5452.06
8155.81 -3271.53 3330.1 -2765.45 5425.89
8155.81 -3416.59 3190.06 -2803.45 5450.59
8155.81 -3351.8 3220.87 -2803.45 5428.44
8155.81 -3351.8 3190.06 -2859.33 5439.38
8155.81 -3303.45 3143.38 -2859.33 5382.32
8155.81 -3384.68 3143.38 -2635.81 5318.31
8155.81 -3400.15 3050.02 -2747.57 5330.37
8155.81 -3319.89 3205 -2784.45 5389.51
8155.81 -3433.03 3158.32 -2915.21 5500.83
8155.81 -3303.45 3111.64 -2933.09 5403.53
8155.81 -3255.09 3236.74 -2877.21 5417.61
8155.81 -3513.3 3205 -2784.45 5510.76
8155.81 -3271.53 3003.35 -2971.09 5343.26
8155.81 -3464.94 3003.35 -2896.21 5423.46
8155.81 -3496.86 3111.64 -2859.33 5485.08
8155.81 -3206.74 3158.32 -2691.69 5244.37
8155.81 -3384.68 3220.87 -2859.33 5477.76
8155.81 -3158.39 3064.96 -2859.33 5248.35
8155.81 -3400.15 3127.51 -2691.69 5346.74
8155.81 -3464.94 3111.64 -2728.57 5397.52
8155.81 -3384.68 3220.87 -2896.21 5497.1
8155.81 -3351.8 3143.38 -2859.33 5412.13
8155.81 -3351.8 3190.06 -2672.69 5343.63
8155.81 -3351.8 3143.38 -2803.45 5382.82
8155.81 -3351.8 3143.38 -2859.33 5412.13
8155.81 -3319.89 3096.7 -2747.57 5306.64
8155.81 -3416.59 3111.64 -2859.33 5434.26
8155.81 -3271.53 3220.87 -2896.21 5428.17
8155.81 -3400.15 3127.51 -2747.57 5375.08
8155.81 -3287.97 3127.51 -2747.57 5304.83
8155.81 -3255.09 3018.28 -2747.57 5220.62
8155.82 -3384.68 3064.96 -2803.45 5358.11
8155.82 -3271.53 3034.15 -2803.45 5269.57
8155.82 -3496.86 3220.87 -2803.45 5519.18
8155.82 -3319.89 3096.7 -2747.57 5306.64
8155.82 -3287.97 2940.8 -2691.69 5167.62
8155.82 -3400.15 3236.74 -2821.33 5476.99
8155.82 -3368.24 3050.02 -2877.21 5378.29
8155.82 -3319.89 3018.28 -2915.21 5350.71
8155.82 206.949 3298.36 -2728.57 4285.69
8155.82 -3046.21 3111.64 -2672.69 5109.31
8155.82 -3158.39 3111.64 -2635.81 5158.03
8155.82 -3303.45 3190.06 -2728.57 5341.76
8155.83 -3158.39 3220.87 -2728.57 5272.05
8155.84 -3013.33 3236.74 -2747.57 5206.33
8155.85 -3110.04 3251.68 -2468.18 5132.02
8155.86 -3126.48 3158.32 -2747.57 5224.84
8155.87 -3013.33 3158.32 -2653.7 5108.55
8155.87 -3255.09 3158.32 -2691.69 5274.07
8155.88 -3191.27 3034.15 -2541.94 5084.46
8155.89 -3255.09 3096.7 -2747.57 5266.34
8155.9 -3271.53 3190.06 -2468.18 5193.39
8155.91 -3094.56 3127.51 -2653.7 5138.07
8155.92 -3191.27 3143.38 -2541.94 5150.39
8155.93 -3110.04 3220.87 -2672.69 5214.37
8155.94 -3061.68 3158.32 -2653.7 5137.22
8155.95 -3126.48 3205 -2691.69 5224.18
8155.96 -3368.24 3345.04 -2616.82 5420.52
8155.97 -3351.8 3190.06 -2728.57 5371.79
8155.98 -3094.56 3050.02 -2524.06 5024.92
8155.99 -3110.04 3111.64 -2672.69 5147.61
