b1,s1,,,,90
b1,s5,,,,31.8
b1,s6,,,,123.4
b1,s7,,,,126.2
b1,s8,,,,165.6
b1,s9,,,,153.4
b1,s10,,,,180
b2,s1,,,,90
b2,s2,,,,104.6
b2,s3,,,,108.7
b2,s4,,,,120
b2,s6,,,,56.3
b2,s7,,,,64.3
b2,s8,,,,13.5
b2,s9,,,,36.6
b3,s1,,,,90
b3,s2,,,,76.7
b3,s3,,,,108.4
b3,s4,,,,90
b4,s1,,,,90
b4,s2,,,,80
b4,s3,,,,63.6
b4,s4,,,,59.4
b4,s5,,,,146.6
b4,s6,,,,106.8
b4,s10,,,,0
