1527508820.636931 53.89 54.3942
1527508820.645022 54.64 54.4064
1527508820.653077 55.31 54.4516
1527508820.661127 54.14 54.436
1527508820.669169 55.01 54.4647
1527508820.677387 54.35 54.459
1527508820.685447 54.13 54.4426
1527508820.693485 54.39 54.4399
1527508820.701414 54.35 54.4354
1527508820.709518 54.86 54.4567
1527508820.717630 54.27 54.4473
1527508820.725721 55.86 54.518
1527508820.733842 53.35 54.4596
1527508820.741927 52.94 54.3836
1527508820.750112 54.37 54.3829
1527508820.758124 53.96 54.3618
1527508820.766207 54.95 54.3912
1527508820.774384 53.86 54.3646
1527508820.782356 54.57 54.3749
1527508820.790459 54.13 54.3626
1527508820.798598 55.33 54.411
1527508820.806799 54.72 54.4265
1527508820.814918 54.59 54.4346
1527508820.823006 54.43 54.4344
1527508820.831177 54.67 54.4462
1527508820.839162 54.99 54.4734
1527508820.847230 53.97 54.4482
1527508820.855268 53.31 54.3913
1527508820.863424 54.49 54.3962
1527508820.871447 54.67 54.4099
1527508820.879560 53.6 54.3694
1527508820.887672 54.59 54.3804
1527508820.895784 55.55 54.4389
1527508820.903911 53.98 54.416
1527508820.912012 53.8 54.3852
1527508820.920144 55.98 54.4649
1527508820.928347 53.7 54.4267
1527508820.936516 53.25 54.3678
1527508820.944489 53.85 54.342
1527508820.952648 53.31 54.2904
1527508820.960752 55.31 54.3413
1527508820.968992 52.94 54.2713
1527508820.976971 53.87 54.2512
1527508820.985225 53.82 54.2296
1527508820.993286 53.72 54.2042
1527508821.001504 56.62 54.325
1527508821.009542 54.41 54.3292
1527508821.017416 54.22 54.3237
1527508821.025552 53.88 54.3016
1527508821.033714 55.89 54.381
1527508821.041800 55.82 54.4529
1527508821.049976 54.46 54.4533
1527508821.058072 54.49 54.4551
1527508821.066297 55.12 54.4884
1527508821.074280 55.06 54.5169
1527508821.082273 53.94 54.4881
1527508821.090404 53.43 54.4352
1527508821.098534 54.21 54.4239
1527508821.106490 54.1 54.4077
1527508821.114530 54.87 54.4309
1527508821.122619 56.1 54.5143
1527508821.130811 54.29 54.5031
1527508821.138898 53.69 54.4624
1527508821.146901 54.42 54.4603
1527508821.154911 54.37 54.4558
1527508821.162911 51.35 54.3005
1527508821.171107 55.28 54.3495
1527508821.179313 53.48 54.306
1527508821.187366 54.51 54.3162
1527508821.195485 54.75 54.3379
1527508821.203567 54.23 54.3325
1527508821.211750 54.85 54.3584
1527508821.219843 54.77 54.379
1527508821.227907 53.97 54.3585
1527508821.236053 53.75 54.3281
1527508821.244127 54.79 54.3512
1527508821.252224 54.43 54.3551
1527508821.260284 53.3 54.3024
1527508821.268357 54.04 54.2892
1527508821.276460 54.91 54.3203
1527508821.284632 52.92 54.2503
1527508821.292800 53.66 54.2208
1527508821.300871 52.07 54.1132
1527508821.309002 54.43 54.1291
1527508821.317033 54.56 54.1506
1527508821.325138 53.95 54.1406
1527508821.333501 54.91 54.179
1527508821.341408 54.46 54.1931
1527508821.349421 54.67 54.2169
1527508821.357573 54.96 54.2541
1527508821.365659 53.42 54.2124
1527508821.373864 54.48 54.2258
1527508821.381973 55.63 54.296
1527508821.390041 54.02 54.2822
1527508821.398062 53.8 54.2581
1527508821.406114 54.27 54.2587
1527508821.414131 55.47 54.3192
1527508821.422299 55.92 54.3993
1527508821.430233 52.83 54.3208
1527508821.438495 54.01 54.3053
1527508821.446598 53.84 54.282
1527508821.454650 54.27 54.2814
1527508821.462853 53.72 54.2533
1527508821.471021 54.05 54.2432
1527508821.479043 54.72 54.267
1527508821.487102 54.97 54.3022
1527508821.495150 55.24 54.3491
1527508821.503235 54.57 54.3601
1527508821.511342 53.81 54.3326
1527508821.519476 54.53 54.3425
1527508821.527622 53 54.2753
1527508821.535807 54.85 54.3041
1527508821.543937 53.45 54.2614
1527508821.551986 56.19 54.3578
1527508821.560093 54.49 54.3644
1527508821.568142 55.61 54.4267
1527508821.576330 55.17 54.4639
1527508821.584351 53.66 54.4237
1527508821.592467 54.04 54.4045
1527508821.600541 56.97 54.5328
1527508821.608654 53.1 54.4611
1527508821.616785 54.3 54.4531
1527508821.624834 54.23 54.4419
1527508821.633094 56.31 54.5353
1527508821.641043 54.95 54.556
1527508821.649180 54.71 54.5637
1527508821.657331 53.48 54.5096
1527508821.665443 53.5 54.4591
1527508821.673389 55.48 54.5101
1527508821.681421 55.15 54.5421
1527508821.689528 53.75 54.5025
1527508821.697653 53.75 54.4649
1527508821.705588 54.21 54.4521
1527508821.713725 55.14 54.4865
1527508821.721852 54.75 54.4997
1527508821.729830 54.08 54.4787
1527508821.737922 53.8 54.4448
1527508821.746069 53.73 54.409
1527508821.754025 54.36 54.4066
1527508821.762152 55.84 54.4783
1527508821.770361 54.75 54.4919
1527508821.778339 55.75 54.5548
1527508821.786417 53.52 54.503
1527508821.794499 55.2 54.5379
1527508821.802689 54.88 54.555
1527508821.810908 53.05 54.4797
1527508821.818953 54.37 54.4742
1527508821.827038 53.74 54.4375
1527508821.835023 54.87 54.4592
1527508821.843132 54.99 54.4857
1527508821.851249 53.55 54.4389
1527508821.859400 53.76 54.405
1527508821.867461 54.75 54.4222
1527508821.875611 55.54 54.4781
1527508821.883626 53.8 54.4442
1527508821.891599 53.98 54.421
1527508821.899702 52.64 54.3319
1527508821.907888 54.71 54.3508
1527508821.916014 52.9 54.2783
1527508821.924107 54.05 54.2669
1527508821.932262 54.43 54.275
1527508821.940396 55.55 54.3388
1527508821.948571 53.55 54.2994
1527508821.956545 54.87 54.3279
