1526280685222,MAGNETIC,-5.2886963,-24.171448,69.418335,73.696
1526280685722,MAGNETIC,-5.155945,-23.773193,70.329285,74.417
1526280686222,MAGNETIC,-5.793762,-25.683594,69.38782,74.215
1526280686744,MAGNETIC,-5.152893,-26.460266,69.618225,74.655
1526280687241,MAGNETIC,-7.525635,-27.975464,68.97583,74.813
1526280687747,MAGNETIC,-7.6431274,-27.633667,69.37103,75.062
1526280688230,MAGNETIC,-8.876038,-26.863098,69.30847,74.86
1526280689162,MAGNETIC,-6.8206787,-28.677368,68.925476,74.964
1526280689166,MAGNETIC,-7.4523926,-27.41394,68.925476,74.551
1526280689661,MAGNETIC,-8.618164,-27.529907,68.13202,73.987
1526280690222,MAGNETIC,62.5,2.8823853,61.19232,87.516
1526280691513,MAGNETIC,67.69409,1.3885498,58.26111,89.324
1526280691973,MAGNETIC,66.56494,0.47454834,62.405396,91.244
1526280692178,MAGNETIC,65.45715,-1.2527466,70.55054,96.248
1526280692675,MAGNETIC,65.625,-1.612854,70.14923,96.074
1526280693175,MAGNETIC,65.50751,-1.4694214,70.88165,96.528
1526280693692,MAGNETIC,65.50751,-0.46539307,71.53778,97.001
1526280694413,MAGNETIC,65.47699,-0.82855225,71.580505,97.014
1526280694912,MAGNETIC,66.571045,-0.8255005,70.51239,96.976
1526280695411,MAGNETIC,67.09595,-7.8567505,72.15729,98.845
1526280695913,MAGNETIC,49.147034,-15.458679,65.47394,83.314
1526280696413,MAGNETIC,44.039917,-11.375427,62.7182,77.476
1526280696914,MAGNETIC,52.142334,-8.563232,67.82684,85.98
1526280697415,MAGNETIC,51.478577,-11.126709,69.53583,87.23
1526280697920,MAGNETIC,51.70288,-13.226318,69.36951,87.523
1526280698431,MAGNETIC,52.5589,-13.299561,69.664,88.275
1526280698969,MAGNETIC,51.766968,-12.736511,69.8822,87.895
1526280699333,MAGNETIC,52.244568,-12.944031,69.87152,88.199
1526280699825,MAGNETIC,51.002502,-12.828064,68.803406,86.601
1526280700603,MAGNETIC,51.8219,-14.802551,69.60602,88.032
1526280701090,MAGNETIC,51.77002,-13.294983,69.65332,87.798
1526280701592,MAGNETIC,52.209473,-13.73291,69.50989,88.012
1526280702074,MAGNETIC,52.841187,-13.705444,70.02869,88.792
1526280702600,MAGNETIC,52.838135,-12.567139,69.90662,88.525
1526280703078,MAGNETIC,53.79944,-13.412476,70.3949,89.609
1526280703249,MAGNETIC,55.25055,-14.076233,68.118286,88.831
1526280703866,MAGNETIC,55.078125,-13.9175415,68.59589,89.066
1526280704737,MAGNETIC,54.759216,-14.11438,69.38934,89.514
1526280705227,MAGNETIC,54.16565,-14.219666,69.314575,89.11
1526280705723,MAGNETIC,54.981995,-13.8168335,69.81354,89.933
1526280706213,MAGNETIC,54.107666,-13.046265,69.0979,88.726
1526280706723,MAGNETIC,54.315186,-14.082336,70.365906,89.999
1526280707241,MAGNETIC,53.70636,-12.718201,68.85986,88.249
1526280707733,MAGNETIC,54.704285,-12.568665,69.662476,89.462
1526280708215,MAGNETIC,54.62494,-12.785339,70.069885,89.762
1526280708728,MAGNETIC,55.81665,-14.250183,69.0155,89.898
1526280709217,MAGNETIC,53.97644,-14.250183,69.62891,89.245
1526280709727,MAGNETIC,53.54767,-13.952637,69.81354,89.084
1526280710240,MAGNETIC,54.48761,-12.414551,69.381714,89.089
1526280710717,MAGNETIC,54.885864,-13.43689,70.05005,90
1526280711234,MAGNETIC,54.63257,-13.5772705,69.7464,89.63
1526280711738,MAGNETIC,54.159546,-13.6657715,69.010925,88.784
1526280712214,MAGNETIC,54.577637,-14.202881,69.477844,89.485
1526280712733,MAGNETIC,54.63867,-14.631653,69.86847,89.895
1526280713240,MAGNETIC,54.977417,-14.212036,70.40253,90.449
1526280713736,MAGNETIC,55.21698,-14.524841,70.3064,90.57
1526280714240,MAGNETIC,54.875183,-13.5772705,69.64264,89.698
1526280714753,MAGNETIC,54.07257,-13.787842,68.66608,88.482
1526280715247,MAGNETIC,54.89502,-14.909363,69.31,89.664
1526280715392,MAGNETIC,60.450745,-18.173218,70.19806,94.405
1526280715907,MAGNETIC,63.887024,-20.472717,71.67511,98.173
1526280716406,MAGNETIC,63.352966,-20.326233,71.87958,97.946
1526280716905,MAGNETIC,55.558777,-14.5980835,70.25604,90.751
1526280717391,MAGNETIC,55.714417,-14.448547,71.84143,92.055
1526280717926,MAGNETIC,55.11322,-13.546753,71.76666,91.496
1526280718888,MAGNETIC,56.22101,-14.147949,71.61713,92.141
1526280718917,MAGNETIC,54.45404,-13.264465,72.19391,91.396
1526280719389,MAGNETIC,56.05774,-13.902283,71.24176,91.712
1526280719867,MAGNETIC,56.09131,-12.586975,68.95752,89.776
1526280720392,MAGNETIC,57.258606,-11.735535,70.71838,91.746
1526280720898,MAGNETIC,57.099915,-12.901306,71.54846,92.445
1526280721892,MAGNETIC,55.924988,-12.068176,70.729065,90.972
1526280722395,MAGNETIC,56.430054,-12.901306,70.24841,91.025
1526280722891,MAGNETIC,56.755066,-12.582397,71.199036,91.917
1526280723401,MAGNETIC,56.27289,-13.447571,69.740295,90.616
1526280723903,MAGNETIC,56.932068,-15.063477,69.42749,91.04
1526280724402,MAGNETIC,56.866455,-14.077759,69.76471,91.099
1526280724898,MAGNETIC,55.163574,-13.928223,70.27893,90.422
1526280725404,MAGNETIC,57.06787,-14.234924,71.14563,92.31
1526280725905,MAGNETIC,56.40869,-13.879395,69.6167,90.67
1526280726375,MAGNETIC,56.09131,-13.299561,70.29419,90.909
1526280726893,MAGNETIC,56.04706,-14.120483,71.05255,91.592
1526280727375,MAGNETIC,55.499268,-12.290955,68.74542,89.203
1526280727910,MAGNETIC,56.492615,-13.07373,70.606995,91.366
1526280728409,MAGNETIC,55.33142,-13.07373,69.252014,89.601
1526280728914,MAGNETIC,56.259155,-13.13324,71.17462,91.67
1526280729378,MAGNETIC,56.181335,-13.85498,72.143555,92.482
1526280729922,MAGNETIC,55.418396,-14.68811,70.04242,90.515
1526280730419,MAGNETIC,55.662537,-12.568665,71.154785,91.21
1526280730913,MAGNETIC,57.592773,-12.712097,70.32318,91.782
1526280731414,MAGNETIC,56.16913,-13.876343,68.46161,89.635
1526280731919,MAGNETIC,56.289673,-13.804626,70.251465,91.073
1526280732385,MAGNETIC,52.937317,-15.344238,72.57843,91.134
1526280732913,MAGNETIC,53.31726,-14.886475,71.546936,90.462
1526280733388,MAGNETIC,54.119873,-15.309143,70.6604,90.312
1526280733906,MAGNETIC,55.218506,-12.718201,72.11151,91.711
1526280734414,MAGNETIC,54.20227,-13.604736,71.47522,90.729
1526280734920,MAGNETIC,54.803467,-13.691711,71.11206,90.817
1526280735384,MAGNETIC,54.545593,-13.661194,71.414185,90.895
1526280735895,MAGNETIC,55.6839,-14.691162,71.32416,91.671
1526280736387,MAGNETIC,54.21295,-13.8168335,70.41321,89.933
1526280736507,MAGNETIC,55.906677,-14.144897,71.476746,91.84
1526280737041,MAGNETIC,54.16565,-15.193176,70.89386,90.502
1526280737535,MAGNETIC,50.03662,-15.298462,71.00525,88.201
1526280738036,MAGNETIC,50.006104,-13.885498,70.92438,87.884
1526280738535,MAGNETIC,55.003357,-14.044189,70.89386,90.822
1526280739041,MAGNETIC,55.79834,-14.160156,71.13495,91.51
1526280740023,MAGNETIC,56.3797,-14.541626,69.91882,90.988
1526280740511,MAGNETIC,55.273438,-13.450623,69.14673,89.54
1526280740984,MAGNETIC,55.71747,-14.268494,70.20416,90.756
1526280741487,MAGNETIC,55.18341,-14.463806,69.6228,90.01
1526280742006,MAGNETIC,56.70929,-12.731934,70.14313,91.094
1526280742485,MAGNETIC,55.970764,-15.04364,68.90564,90.039
