1525244604.3268435,0.0
1525244605.1768062,65.7972363626614
1525244605.9767907,65.83617651405295
1525244606.7765915,64.48804339356487
1525244607.7766976,64.5471070862404
1525244608.6265013,64.427878733711
1525244609.4767885,64.82688139980009
1525244610.3267977,65.05951077012773
1525244611.1766589,64.49884964423978
1525244612.026796,65.42855430821167
1525244612.876738,65.21930684538674
1525244613.7267559,65.76852886647879
1525244614.626727,64.12778633557748
1525244615.5267851,64.23777300631306
1525244616.376733,65.13238222484632
1525244617.2267349,65.0945752306308
1525244618.0767102,66.02236092461054
1525244618.9265547,65.28046403698684
1525244619.776779,65.44573238747874
1525244620.6267676,64.25894307522
1525244621.5267603,65.25721383041606
1525244622.376751,64.68436507838526
1525244623.2281222,65.94621162134115
1525244624.076751,65.14256391881806
1525244624.9265904,64.71077423642497
1525244625.7766933,65.21930684538674
1525244626.6265283,66.06048773911914
